"隨機抽樣n19990005" "聳動字眼" "過度主觀陳述" "刻意擷取字句" "強調色情內容" "強調非重點內容" "留言數" "anyIssue" "new過度主觀陳述" "all" "interval"
"16" "16,\"港鐵縱火案 受傷台女返國治療\"" "0" "0" "0" "0" "0" 0 "0" 0 0 "0"
"17" "17,\"超跑違停喝咖啡 警來才辯「借廁所」\"" "0" "0" "0" "0" "1" 19 "1" 0 88 "1"
"18" "18,\"網購詐2千萬失聯 女撤協尋遭逮\"" "0" "0" "0" "0" "0" 2 "0" 0 0 "0"
"19" "19,\"違規迴轉 車撞爛1死5傷\"" "0" "0" "0" "0" "0" 13 "0" 0 0 "0"
"20" "20,\"亂鬥誤殺18歲男 豬隊友是中士\"" "0" "0" "0" "0" "1" 16 "1" 0 88 "1"
"21" "21,\"嫌鄰太吵 白天唱歌 夜播佛經 男鐵...\"" "0" "0" "0" "0" "0" 4 "0" 0 0 "0"
"22" "22.球棒抗西瓜刀 嬌小店員擊退壯匪" "0" "0" "0" "0" "0" 0 "0" 0 0 "0"
"23" "23,\"作家「甜姐教主」燒死屋內\"" "0" "0" "0" "0" "1" 4 "1" 0 88 "1"
"24" "24,\"洗車員駕2800萬大牛 交車被撞\"" "0" "0" "0" "0" "1" 18 "1" 0 88 "1"
"25" "25,\"逆子撞死父 當庭向媽討抱抱\"" "0" "0" "0" "0" "1" 14 "1" 0 88 "1"
"26" "26,\"男疑邊燒炭邊開車 自撞燒死\"" "0" "0" "0" "0" "0" 2 "0" 0 0 "0"
"27" "27,\"驚 師大附中職員 校內揮刀\"" "1" "0" "0" "0" "0" 3 "1" 0 88 "1"
"28" "28,\"白沙屯媽祖遶境交管 警突休克命危\"" "0" "0" "0" "0" "0" 1 "0" 0 0 "0"
"29" "29,\"男帶槍唱K遇臨檢 心虛落跑\"" "0" "0" "0" "0" "1" 2 "1" 0 88 "1"
"30" "30,\"聯結車撞翻擋國道\"" "0" "0" "0" "0" "0" 1 "0" 0 0 "0"
"31" "31,\"警突擊臨檢 爆乳妹「人家第一次啦」\"" "0" "0" "1" "1" "1" 10 "1" 0 99 "3"
"32" "32,\"陸漁船越界 撞海巡艇拒檢\"" "0" "0" "0" "0" "0" 8 "0" 0 0 "0"
"33" "33,\"農會代表遭殘殺 斷臂疑餵土虱\"" "1" "0" "0" "0" "1" 0 "1" 0 99 "2"
"34" "34,\"搭百貨扶梯跌倒 ５歲童夾傷手\"" "0" "0" "0" "0" "0" 0 "0" 0 0 "0"
"35" "35,\"換物App有詐 單眼竟換到蠟筆\"" "0" "0" "0" "0" "0" 1 "0" 0 0 "0"
"36" "36,\"暖冬催快海藻生長 老梅綠石槽綠了\"" "0" "0" "0" "0" "0" 0 "0" 0 0 "0"
"37" "37,\"警跑酷擒拿片 2天吸23萬點閱\"" "0" "0" "0" "0" "0" 6 "0" 0 0 "0"
"38" "38,\"闖電梯擄女童 怪男落網辯想搶錢\"" "0" "1" "0" "0" "0" 11 "1" 2 88 "1"
"39" "39,\"伯母狠摔3歲侄 媽po網警介入調查\"" "0" "0" "0" "0" "0" 4 "0" 0 0 "0"
"40" "40,\"嬌妻偷吃肥禿冷氣工 夫崩潰\"" "1" "1" "0" "0" "1" 15 "1" 2 99 "3"
"41" "41,\"夭壽 盜墓賊扯斷遺骨竊金飾\"" "1" "0" "0" "0" "1" 1 "1" 0 99 "2"
"42" "42,\"古蹟城牆打漆彈 主揪：以為廢墟\"" "0" "0" "0" "0" "0" 7 "0" 0 0 "0"
"43" "43,\"家暴渣男 拿岳父遺產養小三\"" "1" "1" "0" "0" "0" 0 "1" 2 99 "2"
"44" "44,\"法院認證 哭爸=閉嘴 男無罪\"" "1" "0" "0" "0" "0" 20 "1" 0 88 "1"
"45" "45,3月嬰腦重創命危 竟是父重摔" "0" "0" "0" "0" "0" 3 "0" 0 0 "0"
"46" "46,\"BMW衝騎樓 毀20車4店面\"" "0" "0" "0" "0" "0" 4 "0" 0 0 "0"
"47" "47,下月起酒駕講習拉長 再犯須到看守所參訪" "0" "0" "0" "0" "0" 7 "0" 0 0 "0"
"48" "48,\"醉撞5車 對警比YA 囂張男被逮送...\"" "1" "0" "0" "0" "0" 1 "1" 0 88 "1"
"49" "" "0" "0" "0" "0" "0" 0 "0" 0 0 "0"
"50" "50公車撞死美教授 台司機緩起訴" "0" "0" "0" "0" "0" 6 "0" 0 0 "0"
"51" "51,\"十多天沒出門 兒燒炭亡母陳屍\"" "0" "0" "0" "0" "0" 3 "0" 0 0 "0"
"52" "52,\"威而鋼廣告罰20萬 輝瑞抗罰敗訴\"" "0" "0" "0" "0" "0" 3 "0" 0 0 "0"
"53" "53,\"下水道突坍塌 工人活埋1死\"" "1" "0" "0" "0" "0" 0 "1" 0 88 "1"
"54" "54,\"3童玩「賴打」燒死午睡房客\"" "1" "0" "0" "0" "0" 3 "1" 0 88 "1"
"55" "55,\"「17舒淇」行竊 大街露點嗆聲\"" "1" "0" "0" "0" "0" 12 "1" 0 88 "1"
"56" "56,\"6屁孩騎車衝雪隧 自摔「犁田」\"" "1" "0" "0" "0" "0" 26 "1" 0 88 "1"
"57" "57,導管鬆脫洗腎婦亡 護士失職判6月" "1" "0" "0" "0" "0" 1 "1" 0 88 "1"
"58" "58,\"應徵遭拒變搶劫 匪20分鐘落網\"" "0" "0" "0" "0" "0" 0 "0" 0 0 "0"
"59" "59,\"臨檢未攔停 男駛離衰挨罰\"" "0" "0" "0" "0" "0" 9 "0" 0 0 "0"
"60" "60,\"侵權189萬「極度乾燥」假貨被抄\"" "0" "0" "0" "0" "0" 5 "0" 0 0 "0"
"61" "61,\"網友夢境控議員收賄 判拘59天\"" "0" "0" "0" "0" "0" 3 "0" 0 0 "0"
"62" "62,百萬跑車迎面撞 騎士飛墜深谷亡" "0" "0" "0" "0" "0" 3 "0" 0 0 "0"
"63" "63,\"2月女嬰哭鬧 父竟餵毒奶害命\"" "0" "0" "0" "0" "0" 4 "0" 0 0 "0"
"64" "64,\"殺小燈泡「睡很好」惡嫌再犯風險高\"" "1" "0" "1" "0" "1" 19 "1" 0 99 "3"
"65" "65,\"渣男15刀砍死前女友 檢求處重刑\"" "1" "0" "0" "1" "0" 14 "1" 0 99 "2"
"66" "66,\"打野砲遭偷拍 女撂黑道圍毆\"" "1" "0" "0" "1" "0" 42 "1" 0 99 "2"
"67" "67,「生北鼻更好」狼師誘姦判賠80萬" "1" "1" "1" "0" "0" 10 "1" 2 99 "3"
"68" "68,\"網購225次未取 86小舖怒告\"" "0" "0" "0" "0" "0" 14 "0" 0 0 "0"
"69" "69,\"警逮通緝犯 誤擊自己人\"" "0" "0" "0" "0" "0" 2 "0" 0 0 "0"
"70" "70,\"役男執勤滑手機 嗆洽公者「別問我」\"" "1" "0" "1" "0" "1" 41 "1" 0 99 "3"
"71" "71,\"淫窟吸客衝業績 滿意再付款\"" "1" "0" "0" "1" "1" 3 "1" 0 99 "3"
"72" "72,\"警烏龍懸賞 誤將軍人當車手\"" "0" "0" "0" "0" "0" 3 "0" 0 0 "0"
"73" "73,\"反蓋動物收容區 混戰5傷\"" "0" "0" "0" "0" "0" 8 "0" 0 0 "0"
"74" "74,\"樂陞告董座許金龍 民刑事求償近17...\"" "0" "0" "0" "0" "1" 1 "1" 0 88 "1"
"75" "75,爛男颱風拒載妻 「死一個就好」" "1" "1" "1" "0" "0" 5 "1" 2 99 "3"
"76" "76,\"不爽送貨上樓 宅配員大暴走\"" "1" "0" "0" "0" "1" 36 "1" 0 99 "2"
"77" "77,\"惡侄鐵條殺伯父 冷血旁觀送醫\"" "1" "1" "0" "0" "0" 6 "1" 2 99 "2"
"78" "78,\"綠議員酒駕 囂張嗆警「垃圾」\"" "1" "0" "1" "0" "0" 66 "1" 0 99 "2"
"79" "79,\"斗六沒焚化爐 垃圾堆4樓高\"" "1" "0" "0" "0" "0" 3 "1" 0 88 "1"
"80" "80,誆獲專利賣股吸金 名醫李光輝起訴" "1" "0" "0" "0" "0" 1 "1" 0 88 "1"
"81" "81,母命喪火場 子欲搶救也灼傷" "0" "0" "0" "0" "0" 0 "0" 0 0 "0"
"82" "82,\"妻離奇亡 夫自責喝農藥不治\"" "1" "0" "0" "0" "0" 0 "1" 0 88 "1"
"83" "83,\"查緝警局前摩鐵 驚見自己人買春\"" "1" "0" "0" "1" "0" 8 "1" 0 99 "2"
"84" "84,\"癌末男持槍嗆友 「要開新春第一砲」\"" "1" "0" "0" "1" "1" 5 "1" 0 99 "3"
"85" "85,\"撞翻施工護欄 男墜20米橋亡\"" "0" "0" "0" "0" "0" 0 "0" 0 0 "0"
"86" "86,\"嗆「生不出兒子」惡夫逼癌妻離婚\"" "1" "1" "1" "0" "1" 2 "1" 2 99 "4"
"87" "87,瀑布戲水捲暗流 表兄弟溺水雙亡" "1" "1" "1" "1" "0" 1 "1" 2 99 "4"
"88" "88,\"休旅車逆撞砂石車 1死2重傷\"" "0" "0" "0" "0" "0" 6 "0" 0 0 "0"
"89" "89,\"毆女友塞冰櫃 香腸王判8年\"" "1" "0" "0" "0" "1" 12 "1" 0 99 "2"
"90" "90,奪命色魔變慣竊 連犯15案" "1" "0" "0" "0" "0" 14 "1" 0 88 "1"
"91" "91,\"陸7旬翁尋父30年 來台見遺照痛哭\"" "0" "0" "0" "0" "0" 1 "0" 0 0 "0"
"92" "92,\"正妹逼婚 逃逸外勞自首求返鄉\"" "1" "0" "0" "1" "1" 10 "1" 0 99 "3"
"93" "93,\"閃紅燈未減速 害孝子枉死\"" "0" "0" "0" "0" "1" 6 "1" 0 88 "1"
"94" "94,\"偷到37萬 賊傻眼不知怎麼花\"" "1" "1" "0" "0" "1" 8 "1" 2 99 "3"
"95" "95,\"少年慶畢業卻溺斃 單親媽淚崩\"" "1" "0" "0" "0" "0" 7 "1" 0 88 "1"
"96" "96,\"「趁他病 要他命」男闖病房潑酸砍人\"" "1" "0" "0" "0" "0" 0 "1" 0 88 "1"
"97" "97,\"男走鐵軌遭撞死 台鐵判賠10萬\"" "0" "0" "0" "0" "0" 7 "0" 0 0 "0"
"98" "98,\"「喜劇小王子」 涉呼麻被逮\"" "1" "0" "0" "0" "1" 1 "1" 0 99 "2"
"99" "99,\"幫建商行賄公務員 白手套認了\"" "0" "0" "0" "0" "1" 7 "1" 0 88 "1"
"100" "100,\"台大碩士生 偷拍多女裙底\"" "1" "0" "0" "0" "1" 11 "1" 0 99 "2"
"101" "101,針孔抓姦拍到裸妻 夫反挨告" "1" "0" "0" "0" "0" 13 "1" 0 88 "1"
"102" "102,\"被指槍口對軍官 役男反控霸凌\"" "1" "0" "0" "0" "0" 14 "1" 0 88 "1"
"103" "103,「就愛這個鹹味」男偷魚販手套" "0" "0" "1" "0" "0" 2 "1" 0 88 "1"
"104" "104,\"星光大道參賽者毆母 反被打爆頭\"" "1" "0" "0" "0" "1" 5 "1" 0 99 "2"
"105" "105,\"爆乳女勾小開 囚虐7小時\"" "1" "0" "0" "1" "0" 5 "1" 0 99 "2"
"106" "106,\"李登輝「翠山莊」占鄰地判拆\"" "0" "0" "0" "0" "0" 9 "0" 0 0 "0"
"107" "107,\"男少校偷吃女上司 遭懷孕妻活逮\"" "1" "0" "0" "1" "0" 8 "1" 0 99 "2"
"108" "108,\"17歲少年 在家開槍自轟亡\"" "1" "0" "0" "0" "0" 3 "1" 0 88 "1"
"109" "109,\"公車撞死女研究生 家屬控2度輾壓\"" "0" "0" "0" "0" "1" 7 "1" 0 88 "1"
"110" "110,\"網購225次未取 86小舖怒告\"" "1" "0" "0" "0" "0" 14 "1" 0 88 "1"
"111" "111.牙醫譏諷害死女友 竟討和解金" "1" "0" "0" "0" "0" 12 "1" 0 88 "1"
"112" "112,\"獼猴跳上身 登山婦驚嚇墜谷\"" "1" "0" "0" "0" "0" 4 "1" 0 88 "1"
"113" "113,\"躲工寮撞見阿飄 2匪嚇到自首\"" "1" "0" "0" "0" "0" 2 "1" 0 88 "1"
"114" "114,\"酒店經紀嗆自殘 與警對峙半小時\"" "1" "0" "0" "0" "0" 2 "1" 0 88 "1"
"115" "115,\"電玩引誘 狼師猥褻5男童\"" "1" "0" "0" "1" "1" 2 "1" 0 99 "3"
"116" "116,\"為漏水問題結樑子 男當街刺傷鄰居\"" "1" "0" "0" "0" "0" 1 "1" 0 88 "1"
"117" "117,\"頂溪捷運站 驚傳有針筒怪客\"" "1" "0" "0" "0" "0" 2 "1" 0 88 "1"
"118" "118,\"老翁腰痛7個月 竟是潛藏脊椎結核菌...\"" "0" "0" "0" "0" "0" 0 "0" 0 0 "0"
"119" "119,\"孝子護母弒父 檢求輕判\"" "0" "1" "0" "0" "0" 7 "1" 2 88 "1"
"120" "120,\"弄丟人犯案未破 中打隊長猝逝\"" "0" "0" "0" "0" "1" 4 "1" 0 88 "1"
"121" "121,\"被詐3千萬 中國老漢來台討家產\"" "1" "1" "0" "0" "0" 18 "1" 2 99 "2"
"122" "122,網拍糾紛釀群毆 少年命危" "0" "0" "0" "0" "0" 7 "0" 0 0 "0"
"123" "123,\"塑料回收場大火 竄黑煙「超駭人」\"" "1" "0" "0" "0" "1" 0 "1" 0 99 "2"
"124" "124,\"酒駕撞毀超商 落跑\"" "1" "1" "0" "0" "0" 8 "1" 2 99 "2"
"125" "125,妻控「連媽都打」童仲彥急否認" "1" "0" "1" "0" "0" 9 "1" 0 99 "2"
"126" "126,\"租車被報失竊 小家庭險遭攻堅\"" "1" "0" "0" "0" "0" 7 "1" 0 88 "1"
"127" "127,\"獨居翁挨20刀慘死 女鄰居男友涉重嫌\"" "1" "0" "0" "0" "0" 2 "1" 0 88 "1"
"128" "129,\"變性人來台吸金 嫖客月花10萬元包養\"" "1" "1" "0" "1" "1" 3 "1" 2 99 "4"
"129" "130,\"運將當馬伕被吊照 大法官宣告：違憲\"" "0" "0" "0" "0" "0" 7 "0" 0 0 "0"
"130" "131,陸船越界被逮 船老大斷指求饒" "0" "0" "0" "0" "0" 4 "0" 0 0 "0"
"131" "132,\"爸寶酒駕撞車 父頂罪被抓包\"" "1" "0" "0" "0" "0" 1 "1" 0 88 "1"
"132" "133,\"蘭嶼路跑 近半數選手到不了\"" "0" "0" "0" "0" "0" 4 "0" 0 0 "0"
"133" "134,跨國逮詐騙犯 24台人印尼落網" "1" "0" "0" "0" "0" 5 "1" 0 88 "1"
"134" "135,牛羊同欄 農博遭控害死動物" "0" "0" "0" "0" "0" 0 "0" 0 0 "0"
"135" "136,\"一氧化碳中毒一夜兩起 12人送醫\"" "0" "0" "0" "0" "0" 0 "0" 0 0 "0"
"136" "137,\"熱血男開怪手救人「最棒生日禮物」\"" "0" "0" "0" "0" "0" 1 "0" 0 0 "0"
"137" "138,\"身家上億 作家夫遭控偷醫院輪椅\"" "0" "0" "0" "0" "0" 7 "0" 0 0 "0"
"138" "139,灑水車撞死妻 夫控警失職" "0" "0" "0" "0" "0" 9 "0" 0 0 "0"
"139" "140,\"擄「要命小方」兒3匪落網\"" "0" "0" "0" "0" "1" 2 "1" 0 88 "1"
"140" "141,\"三重30煞街頭亂鬥 4送醫\"" "1" "0" "0" "0" "0" 6 "1" 0 88 "1"
"141" "142,\"不堪母虐打 2歲男童不治\"" "1" "0" "0" "0" "0" 6 "1" 0 88 "1"
"142" "143,\"性侵犯 冒充雙胞胎哥哥逃3年\"" "0" "0" "0" "0" "0" 0 "0" 0 0 "0"
"143" "144,\"闖施工區 送報車撞死2工人肇逃\"" "0" "0" "0" "0" "0" 4 "0" 0 0 "0"
"144" "145,\"「被欺侮」男砍斷主管手害命\"" "1" "0" "0" "0" "1" 9 "1" 0 99 "2"
"145" "146,\"毆傷移工賠錢 惡僱仍遭訴\"" "0" "0" "0" "0" "1" 3 "1" 0 88 "1"
"146" "147,\"農會主任盜領20億 被擋下\"" "0" "0" "0" "0" "1" 5 "1" 0 88 "1"
"147" "148,\"母迷昏28歲女兒 留書燒炭雙亡\"" "0" "0" "0" "0" "0" 3 "0" 0 0 "0"
"148" "149,\"張作驥獄中拍片 報名電影節\"" "0" "0" "0" "0" "1" 3 "1" 0 88 "1"
"149" "150,\"買水遭客運撞 女國手枉死\"" "0" "0" "0" "0" "0" 12 "0" 0 0 "0"
"150" "151,\"車禍調解破局 惡男開車撞人再補兩刀\"" "0" "1" "0" "0" "0" 8 "1" 2 88 "1"
"151" "152,\"優良駕駛 遭女乘客控猥褻\"" "1" "0" "0" "0" "1" 1 "1" 0 99 "2"
"152" "153,\"槍聲再起 討債遇伏 1死1重傷\"" "0" "0" "0" "0" "0" 4 "0" 0 0 "0"
"153" "154,\"捍翠湖生態 王拓兒遭3匪毆打\"" "0" "0" "0" "0" "0" 3 "0" 0 0 "0"
"154" "155,\"屁孩連假大亂鬥 扯斷美眉肩帶\"" "0" "0" "0" "1" "1" 129 "1" 0 99 "2"
"155" "156,\"釣客沒力下山求援 遭批浪費資源\"" "1" "0" "0" "0" "1" 7 "1" 0 99 "2"
"156" "157,\"嬌妻偷吃肥禿冷氣工 夫崩潰\"" "0" "1" "0" "1" "1" 15 "1" 2 99 "3"
"157" "158, 酒駕渣男闖待轉區 1死12傷" "0" "0" "0" "0" "0" 34 "0" 0 0 "0"
"158" "159,\"土豪哥無法蹲馬桶 坐特製鋼架大號\"" "0" "0" "0" "0" "1" 27 "1" 0 88 "1"
"159" "160,\"小五生惡作劇 騙同學吃硼砂害吐血\"" "0" "0" "0" "0" "0" 6 "0" 0 0 "0"
"160" "161,\"護理師撞橋頭 屍在出海口尋獲\"" "0" "0" "0" "0" "0" 9 "0" 0 0 "0"
"161" "162,女未戴安全帽拒盤查 寧被拘2天拒繳罰鍰" "0" "0" "0" "0" "0" 9 "0" 0 0 "0"
"162" "163,\"摩鐵毒趴 又有女模昏床上\"" "0" "0" "0" "1" "0" 17 "1" 0 88 "1"
"163" "164,\"10度代考汽機車駕照 槍手太面熟露餡\"" "0" "0" "0" "0" "0" 8 "0" 0 0 "0"
"164" "165,\"下水道清淤 驚見風乾男屍\"" "1" "0" "0" "0" "0" 0 "1" 0 88 "1"
"165" "166,\"男捲公車底 10好心人抬車救\"" "0" "0" "0" "0" "0" 2 "0" 0 0 "0"
"166" "167,漂白豆芽菜流向雙北 查封2.7噸" "0" "0" "0" "0" "0" 1 "0" 0 0 "0"
"167" "169,\"4億買新警槍 擊針竟生鏽\"" "0" "0" "0" "0" "0" 12 "0" 0 0 "0"
"168" "170,陸女賣淫 自拍全裸片攬客" "0" "0" "0" "0" "0" 14 "0" 0 0 "0"
"169" "171,\"狠男不甘被甩 毆昏女友押走\"" "1" "0" "0" "0" "0" 9 "1" 0 88 "1"
"170" "172.蠍女為財虐殺弱智男 棄屍半年" "0" "0" "0" "0" "0" 8 "0" 0 0 "0"
"171" "173,上課轉筆玩 筆芯彈插眼" "0" "0" "0" "0" "0" 1 "0" 0 0 "0"
"172" "174,\"與女友口角負氣 國三生跳樓挫傷\"" "0" "1" "0" "0" "0" 10 "1" 2 88 "1"
"173" "175,虐貓女撂舊愛 潛收容所劫浣熊" "0" "0" "0" "0" "0" 10 "0" 0 0 "0"
"174" "176,\"人妻劈2小王 泡湯爽拍婚紗\"" "0" "0" "0" "1" "1" 13 "1" 0 99 "2"
"175" "177,\"輾斃警岳母 駕駛渾不知\"" "0" "0" "0" "0" "1" 1 "1" 0 88 "1"
"176" "178,賓士男當賊 法警室上吊命危" "0" "0" "0" "0" "0" 5 "0" 0 0 "0"
"177" "179,\"胎壓感測器侵權 怡利判賠1.6億\"" "0" "0" "0" "0" "0" 6 "0" 0 0 "0"
"178" "180,\"婦逆向擦撞 竟怨「有車逆向」\"" "0" "0" "0" "0" "1" 21 "1" 0 88 "1"
"179" "181,\"貨車追撞 駕駛彈掛車外亡\"" "0" "0" "0" "0" "0" 1 "0" 0 0 "0"
"180" "182,拒罰單撞警 男警所自焚亡" "0" "0" "0" "0" "0" 15 "0" 0 0 "0"
"181" "183,\"女模半裸逛新崛江 「想凸顯世界冷漠」\"" "0" "0" "0" "0" "1" 23 "1" 0 88 "1"
"182" "184,\"嚇人 5樓外牆掛「空中樓梯」\"" "0" "1" "0" "0" "1" 3 "1" 2 99 "2"
"183" "185,\"興航空姐控 被逼爬保全胯下\"" "1" "0" "0" "0" "0" 5 "1" 0 88 "1"
"184" "186,\"狂歡變多P 高職妹告哥們性侵\"" "1" "0" "0" "1" "0" 14 "1" 0 99 "2"
"185" "188,\"抱2歲兒衝出火海 母命危\"" "0" "0" "0" "0" "0" 2 "0" 0 0 "0"
"186" "189,\"蘆洲大樓暗夜陷火海 4人獲救2命危\"" "0" "0" "0" "0" "0" 0 "0" 0 0 "0"
"187" "190,後天娶媳 婦遭割喉陳屍稻田" "0" "0" "1" "1" "1" 4 "1" 0 99 "3"
"188" "191,前國手設局 綁台商全家勒贖" "0" "0" "0" "0" "0" 0 "0" 0 0 "0"
"189" "192,\"氣壁虎便便 義消魚鉤釣掛施虐\"" "0" "0" "0" "0" "0" 13 "0" 0 0 "0"
"190" "193,\"堵情敵砍眼球削鼻 肉販懊惱：我憨啦\"" "0" "0" "1" "0" "1" 8 "1" 0 99 "2"
"191" "194,女模大尺度外拍 露點照遭po網" "0" "0" "0" "0" "0" 3 "0" 0 0 "0"
"192" "195,\"綠議員酒駕 囂張嗆警「垃圾」\"" "1" "0" "1" "0" "1" 66 "1" 0 99 "3"
"193" "196,\"插油槍竟竄火 機車秒成火球\"" "0" "0" "0" "0" "0" 3 "0" 0 0 "0"
"194" "197,\"吊掛鋼筋突砸落 工人浴血慘死\"" "0" "0" "0" "0" "0" 1 "0" 0 0 "0"
"195" "198,\"李妍憬願與運將和解 「以後會乖」\"" "0" "0" "1" "0" "1" 11 "1" 0 99 "2"
"196" "199,\"鄧佳華喇舌國中女 挨告下跪道歉\"" "0" "0" "0" "1" "0" 32 "1" 0 88 "1"
"197" "200,\"街頭鬥毆2男助陣 1砍傷1斷手\"" "0" "0" "0" "0" "0" 1 "0" 0 0 "0"
"198" "202,\"Ｗ案爆新目擊者「險多死1女」\"" "1" "0" "1" "0" "0" 3 "1" 0 99 "2"
